Meme ID,prompt,response,answer,hate_prediction
memes\zh\Mexicanotriste\191,1, b.Meme: Assistant:a,a,0
memes\zh\Mexicanotriste\191,2,on.Meme: Assistant:b,b,0
memes\zh\Mexicanotriste\191,3,on.Meme: Assistant:a,a,0
memes\zh\Mexicanotriste\191,4,ly.Meme: Assistant:b,b,0
memes\zh\Mexicanotriste\191,5,ly.Meme: Assistant:a,a,0
memes\zh\Mexicanotriste\277,0,ssistant:b: Non-hate,b,0
memes\zh\Mexicanotriste\277,1,ssistant:a: Non-hate,a,0
memes\zh\Mexicanotriste\277,2,on.Meme: Assistant:b,b,0
memes\zh\Mexicanotriste\277,3,on.Meme: Assistant:a,a,0
memes\zh\Mexicanotriste\277,4,ly.Meme: Assistant:b,b,0
memes\zh\Mexicanotriste\277,5,ly.Meme: Assistant:a,a,0
memes\zh\Mexicanotriste\92,0,ssistant:b: Non-hate,b,0
memes\zh\Mexicanotriste\92,1,ssistant:a: Non-hate,a,0
memes\zh\Mexicanotriste\92,2,on.Meme: Assistant:b,b,0
memes\zh\Mexicanotriste\92,3,on.Meme: Assistant:a,a,0
memes\zh\Mexicanotriste\92,4,ly.Meme: Assistant:b,b,0
memes\zh\Mexicanotriste\92,5,ly.Meme: Assistant:a,a,0
memes\zh\Mexicans-On-A-Truck\200,0,ssistant:b: Non-hate,b,0
memes\zh\Mexicans-On-A-Truck\200,1,ssistant:a: Non-hate,a,0
memes\zh\Mexicans-On-A-Truck\200,2,on.Meme: Assistant:b,b,0
memes\zh\Mexicans-On-A-Truck\200,3,on.Meme: Assistant:a,a,0
memes\zh\Mexicans-On-A-Truck\200,4,ly.Meme: Assistant:b,b,0
memes\zh\Mexicans-On-A-Truck\200,5,ly.Meme: Assistant:a,a,0
memes\zh\Mexicans-On-A-Truck\238,0,ssistant:b: Non-hate,b,0
memes\zh\Mexicans-On-A-Truck\238,1,ssistant:a: Non-hate,a,0
memes\zh\Mexicans-On-A-Truck\238,2,on.Meme: Assistant:a,a,1
memes\zh\Mexicans-On-A-Truck\238,3,on.Meme: Assistant:a,a,0
memes\zh\Mexicans-On-A-Truck\238,4,ly.Meme: Assistant:a,a,1
memes\zh\Mexicans-On-A-Truck\238,5,ly.Meme: Assistant:a,a,0
memes\zh\Mexicans-On-A-Truck\241,0,e: Assistant:a: Hate,a,1
memes\zh\Mexicans-On-A-Truck\241,1, b.Meme: Assistant:a,a,0
memes\zh\Mexicans-On-A-Truck\241,2,on.Meme: Assistant:a,a,1
memes\zh\Mexicans-On-A-Truck\241,3,on.Meme: Assistant:b,b,1
memes\zh\Mexicans-On-A-Truck\241,4,ly.Meme: Assistant:b,b,0
memes\zh\Mexicans-On-A-Truck\241,5,ly.Meme: Assistant:a,a,0
memes\zh\Mexicans-On-A-Truck\250,0,ssistant:b: Non-hate,b,0
memes\zh\Mexicans-On-A-Truck\250,1,ssistant:a: Non-hate,a,0
memes\zh\Mexicans-On-A-Truck\250,2,on.Meme: Assistant:a,a,1
memes\zh\Mexicans-On-A-Truck\250,3,on.Meme: Assistant:b,b,1
memes\zh\Mexicans-On-A-Truck\250,4,ly.Meme: Assistant:b,b,0
memes\zh\Mexicans-On-A-Truck\250,5,ly.Meme: Assistant:a,a,0
memes\zh\Mexicans-On-A-Truck\253,0,e: Assistant:a: Hate,a,1
memes\zh\Mexicans-On-A-Truck\253,1, b.Meme: Assistant:a,a,0
memes\zh\Mexicans-On-A-Truck\253,2,on.Meme: Assistant:a,a,1
memes\zh\Mexicans-On-A-Truck\253,3,on.Meme: Assistant:b,b,1
memes\zh\Mexicans-On-A-Truck\253,4,ly.Meme: Assistant:a,a,1
memes\zh\Mexicans-On-A-Truck\253,5,ly.Meme: Assistant:b,b,1
memes\zh\Mexicans-On-A-Truck\255,0,ssistant:b: Non-hate,b,0
memes\zh\Mexicans-On-A-Truck\255,1, b.Meme: Assistant:a,a,0
memes\zh\Mexicans-On-A-Truck\255,2,on.Meme: Assistant:b,b,0
memes\zh\Mexicans-On-A-Truck\255,3,on.Meme: Assistant:a,a,0
memes\zh\Mexicans-On-A-Truck\255,4,ly.Meme: Assistant:b,b,0
memes\zh\Mexicans-On-A-Truck\255,5,ly.Meme: Assistant:a,a,0
memes\zh\Mexicans-On-A-Truck\259,0,ssistant:b: Non-hate,b,0
memes\zh\Mexicans-On-A-Truck\259,1,ssistant:a: Non-hate,a,0
memes\zh\Mexicans-On-A-Truck\259,2,on.Meme: Assistant:b,b,0
memes\zh\Mexicans-On-A-Truck\259,3,on.Meme: Assistant:a,a,0
memes\zh\Mexicans-On-A-Truck\259,4,ly.Meme: Assistant:b,b,0
memes\zh\Mexicans-On-A-Truck\259,5,ly.Meme: Assistant:a,a,0
memes\zh\Mexicans-On-A-Truck\260,0,ssistant:b: Non-hate,b,0
memes\zh\Mexicans-On-A-Truck\260,1,ssistant:a: Non-hate,a,0
memes\zh\Mexicans-On-A-Truck\260,2,on.Meme: Assistant:a,a,1
memes\zh\Mexicans-On-A-Truck\260,3,on.Meme: Assistant:a,a,0
memes\zh\Mexicans-On-A-Truck\260,4,ly.Meme: Assistant:b,b,0
memes\zh\Mexicans-On-A-Truck\260,5,ly.Meme: Assistant:a,a,0
memes\zh\Mexicans-On-A-Truck\262,0, b.Meme: Assistant:a,a,1
memes\zh\Mexicans-On-A-Truck\262,1,e: Assistant:b: Hate,b,1
memes\zh\Mexicans-On-A-Truck\262,2,on.Meme: Assistant:a,a,1
memes\zh\Mexicans-On-A-Truck\262,3,on.Meme: Assistant:b,b,1
memes\zh\Mexicans-On-A-Truck\262,4,ly.Meme: Assistant:a,a,1
memes\zh\Mexicans-On-A-Truck\262,5,ly.Meme: Assistant:b,b,1
memes\zh\Muslim-Immigrant\152,0,ssistant:b: Non-hate,b,0
memes\zh\Muslim-Immigrant\152,1, b.Meme: Assistant:a,a,0
memes\zh\Muslim-Immigrant\152,2,on.Meme: Assistant:b,b,0
memes\zh\Muslim-Immigrant\152,3,on.Meme: Assistant:a,a,0
memes\zh\Muslim-Immigrant\152,4,ly.Meme: Assistant:b,b,0
memes\zh\Muslim-Immigrant\152,5,ly.Meme: Assistant:a,a,0
memes\zh\Muslim-Immigrant\158,0, b.Meme: Assistant:a,a,1
memes\zh\Muslim-Immigrant\158,1, b.Meme: Assistant:b,b,1
memes\zh\Muslim-Immigrant\158,2,on.Meme: Assistant:a,a,1
memes\zh\Muslim-Immigrant\158,3,on.Meme: Assistant:b,b,1
memes\zh\Muslim-Immigrant\158,4,ly.Meme: Assistant:a,a,1
memes\zh\Muslim-Immigrant\158,5,ly.Meme: Assistant:b,b,1
memes\zh\Muslim-Immigrant\203,0, b.Meme: Assistant:a,a,1
memes\zh\Muslim-Immigrant\203,1, b.Meme: Assistant:b,b,1
memes\zh\Muslim-Immigrant\203,2,on.Meme: Assistant:a,a,1
memes\zh\Muslim-Immigrant\203,3,on.Meme: Assistant:b,b,1
memes\zh\Muslim-Immigrant\203,4,ly.Meme: Assistant:a,a,1
memes\zh\Muslim-Immigrant\203,5,ly.Meme: Assistant:b,b,1
memes\zh\Muslim-Immigrant\269,0,e: Assistant:a: Hate,a,1
memes\zh\Muslim-Immigrant\269,1,e: Assistant:b: Hate,b,1
memes\zh\Muslim-Immigrant\269,2,on.Meme: Assistant:a,a,1
memes\zh\Muslim-Immigrant\269,3,on.Meme: Assistant:b,b,1
memes\zh\Muslim-Immigrant\269,4,ly.Meme: Assistant:a,a,1
memes\zh\Muslim-Immigrant\269,5,ly.Meme: Assistant:a,a,0
memes\zh\Muslim-Immigrant\280,0,ssistant:b: Non-hate,b,0
memes\zh\Muslim-Immigrant\280,1,ssistant:a: Non-hate,a,0
memes\zh\Muslim-Immigrant\280,2,on.Meme: Assistant:b,b,0
memes\zh\Muslim-Immigrant\280,3,on.Meme: Assistant:a,a,0
memes\zh\Muslim-Immigrant\280,4,ly.Meme: Assistant:b,b,0
memes\zh\Muslim-Immigrant\280,5,ly.Meme: Assistant:a,a,0
memes\zh\Muslim-Immigrant\298,0,e: Assistant:a: Hate,a,1
memes\zh\Muslim-Immigrant\298,1,e: Assistant:b: Hate,b,1
memes\zh\Muslim-Immigrant\298,2,on.Meme: Assistant:a,a,1
memes\zh\Muslim-Immigrant\298,3,on.Meme: Assistant:b,b,1
memes\zh\Muslim-Immigrant\298,4,ly.Meme: Assistant:a,a,1
memes\zh\Muslim-Immigrant\298,5,ly.Meme: Assistant:b,b,1
memes\zh\Muslim-Immigrant\76,0, b.Meme: Assistant:a,a,1
memes\zh\Muslim-Immigrant\76,1,e: Assistant:b: Hate,b,1
memes\zh\Muslim-Immigrant\76,2,on.Meme: Assistant:a,a,1
memes\zh\Muslim-Immigrant\76,3,on.Meme: Assistant:b,b,1
memes\zh\Muslim-Immigrant\76,4,ly.Meme: Assistant:a,a,1
memes\zh\Muslim-Immigrant\76,5,ly.Meme: Assistant:b,b,1
memes\zh\Nia-China\272,0,ssistant:b: Non-hate,b,0
memes\zh\Nia-China\272,1,ssistant:a: Non-hate,a,0
memes\zh\Nia-China\272,2,on.Meme: Assistant:a,a,1
memes\zh\Nia-China\272,3,on.Meme: Assistant:b,b,1
memes\zh\Nia-China\272,4,ly.Meme: Assistant:b,b,0
memes\zh\Nia-China\272,5,ly.Meme: Assistant:a,a,0
memes\zh\Nia-China\291,0, b.Meme: Assistant:b,b,0
memes\zh\Nia-China\291,1, b.Meme: Assistant:a,a,0
memes\zh\Nia-China\291,2,on.Meme: Assistant:b,b,0
memes\zh\Nia-China\291,3,on.Meme: Assistant:a,a,0
memes\zh\Nia-China\291,4,ly.Meme: Assistant:b,b,0
memes\zh\Nia-China\291,5,ly.Meme: Assistant:a,a,0
memes\zh\Nia-China\292,0,ssistant:b: Non-hate,b,0
memes\zh\Nia-China\292,1,ssistant:a: Non-hate,a,0
memes\zh\Nia-China\292,2,on.Meme: Assistant:a,a,1
memes\zh\Nia-China\292,3,on.Meme: Assistant:b,b,1
memes\zh\Nia-China\292,4,ly.Meme: Assistant:b,b,0
memes\zh\Nia-China\292,5,ly.Meme: Assistant:a,a,0
memes\zh\Nia-China\293,0, b.Meme: Assistant:b,b,0
memes\zh\Nia-China\293,1,ssistant:a: Non-hate,a,0
memes\zh\Nia-China\293,2,on.Meme: Assistant:b,b,0
memes\zh\Nia-China\293,3,on.Meme: Assistant:a,a,0
memes\zh\Nia-China\293,4,ly.Meme: Assistant:b,b,0
memes\zh\Nia-China\293,5,ly.Meme: Assistant:a,a,0
memes\zh\Nia-China\294,0,ssistant:b: Non-hate,b,0
memes\zh\Nia-China\294,1,ssistant:a: Non-hate,a,0
memes\zh\Nia-China\294,2,on.Meme: Assistant:b,b,0
memes\zh\Nia-China\294,3,on.Meme: Assistant:a,a,0
memes\zh\Nia-China\294,4,ly.Meme: Assistant:b,b,0
memes\zh\Nia-China\294,5,ly.Meme: Assistant:a,a,0
memes\zh\Nia-China\295,0, b.Meme: Assistant:b,b,0
memes\zh\Nia-China\295,1,ssistant:a: Non-hate,a,0
memes\zh\Nia-China\295,2,on.Meme: Assistant:b,b,0
memes\zh\Nia-China\295,3,on.Meme: Assistant:a,a,0
memes\zh\Nia-China\295,4,ly.Meme: Assistant:b,b,0
memes\zh\Nia-China\295,5,ly.Meme: Assistant:a,a,0
memes\zh\Nia-China\296,0,ssistant:b: Non-hate,b,0
memes\zh\Nia-China\296,1,ssistant:a: Non-hate,a,0
memes\zh\Nia-China\296,2,on.Meme: Assistant:b,b,0
memes\zh\Nia-China\296,3,on.Meme: Assistant:a,a,0
memes\zh\Nia-China\296,4,ly.Meme: Assistant:b,b,0
memes\zh\Nia-China\296,5,ly.Meme: Assistant:a,a,0
memes\zh\Nia-China\299,0,e: Assistant:a: Hate,a,1
memes\zh\Nia-China\299,1, b.Meme: Assistant:a,a,0
memes\zh\Nia-China\299,2,on.Meme: Assistant:a,a,1
memes\zh\Nia-China\299,3,on.Meme: Assistant:b,b,1
memes\zh\Nia-China\299,4,ly.Meme: Assistant:a,a,1
memes\zh\Nia-China\299,5,ly.Meme: Assistant:a,a,0
memes\zh\Nice-White-Girl\83,0, b.Meme: Assistant:a,a,1
memes\zh\Nice-White-Girl\83,1,e: Assistant:b: Hate,b,1
memes\zh\Nice-White-Girl\83,2,on.Meme: Assistant:a,a,1
memes\zh\Nice-White-Girl\83,3,on.Meme: Assistant:b,b,1
memes\zh\Nice-White-Girl\83,4,ly.Meme: Assistant:a,a,1
memes\zh\Nice-White-Girl\83,5,ly.Meme: Assistant:b,b,1
memes\zh\Nice-White-Girl\84,0,ssistant:b: Non-hate,b,0
memes\zh\Nice-White-Girl\84,1,ssistant:a: Non-hate,a,0
memes\zh\Nice-White-Girl\84,2,on.Meme: Assistant:b,b,0
memes\zh\Nice-White-Girl\84,3,on.Meme: Assistant:a,a,0
memes\zh\Nice-White-Girl\84,4,ly.Meme: Assistant:b,b,0
memes\zh\Nice-White-Girl\84,5,ly.Meme: Assistant:a,a,0
memes\zh\Nice-White-Girl\85,0,ssistant:b: Non-hate,b,0
memes\zh\Nice-White-Girl\85,1,ssistant:a: Non-hate,a,0
memes\zh\Nice-White-Girl\85,2,on.Meme: Assistant:b,b,0
memes\zh\Nice-White-Girl\85,3,on.Meme: Assistant:a,a,0
memes\zh\Nice-White-Girl\85,4,ly.Meme: Assistant:b,b,0
memes\zh\Nice-White-Girl\85,5,ly.Meme: Assistant:a,a,0
memes\zh\Nice-White-Girl\88,0,e: Assistant:a: Hate,a,1
memes\zh\Nice-White-Girl\88,1, b.Meme: Assistant:b,b,1
memes\zh\Nice-White-Girl\88,2,on.Meme: Assistant:a,a,1
memes\zh\Nice-White-Girl\88,3,on.Meme: Assistant:b,b,1
memes\zh\Nice-White-Girl\88,4,ly.Meme: Assistant:a,a,1
memes\zh\Nice-White-Girl\88,5,ly.Meme: Assistant:b,b,1
memes\zh\Nice-White-Girl\93,0,ssistant:b: Non-hate,b,0
memes\zh\Nice-White-Girl\93,1, b.Meme: Assistant:a,a,0
memes\zh\Nice-White-Girl\93,2,on.Meme: Assistant:b,b,0
memes\zh\Nice-White-Girl\93,3,on.Meme: Assistant:a,a,0
memes\zh\Nice-White-Girl\93,4,ly.Meme: Assistant:b,b,0
memes\zh\Nice-White-Girl\93,5,ly.Meme: Assistant:a,a,0
memes\zh\Obese-American\118,0, b.Meme: Assistant:a,a,1
memes\zh\Obese-American\118,1, b.Meme: Assistant:b,b,1
memes\zh\Obese-American\118,2,on.Meme: Assistant:a,a,1
memes\zh\Obese-American\118,3,on.Meme: Assistant:b,b,1
memes\zh\Obese-American\118,4,ly.Meme: Assistant:a,a,1
memes\zh\Obese-American\118,5,ly.Meme: Assistant:b,b,1
memes\zh\Obese-American\129,0,e: Assistant:a: Hate,a,1
memes\zh\Obese-American\129,1,ssistant:a: Non-hate,a,0
memes\zh\Obese-American\129,2,on.Meme: Assistant:a,a,1
memes\zh\Obese-American\129,3,on.Meme: Assistant:b,b,1
memes\zh\Obese-American\129,4,ly.Meme: Assistant:a,a,1
memes\zh\Obese-American\129,5,ly.Meme: Assistant:a,a,0
memes\zh\Obese-American\206,0,e: Assistant:a: Hate,a,1
memes\zh\Obese-American\206,1,ssistant:a: Non-hate,a,0
memes\zh\Obese-American\206,2,on.Meme: Assistant:a,a,1
memes\zh\Obese-American\206,3,on.Meme: Assistant:b,b,1
memes\zh\Obese-American\206,4,ly.Meme: Assistant:a,a,1
memes\zh\Obese-American\206,5,ly.Meme: Assistant:a,a,0
memes\zh\Obese-American\284,0,e: Assistant:a: Hate,a,1
memes\zh\Obese-American\284,1, b.Meme: Assistant:a,a,0
memes\zh\Obese-American\284,2,on.Meme: Assistant:a,a,1
memes\zh\Obese-American\284,3,on.Meme: Assistant:b,b,1
memes\zh\Obese-American\284,4,ly.Meme: Assistant:a,a,1
memes\zh\Obese-American\284,5,ly.Meme: Assistant:a,a,0
memes\zh\Obese-American\285,0, b.Meme: Assistant:a,a,1
memes\zh\Obese-American\285,1, b.Meme: Assistant:b,b,1
memes\zh\Obese-American\285,2,on.Meme: Assistant:a,a,1
memes\zh\Obese-American\285,3,on.Meme: Assistant:b,b,1
memes\zh\Obese-American\285,4,ly.Meme: Assistant:a,a,1
memes\zh\Obese-American\285,5,ly.Meme: Assistant:b,b,1
memes\zh\Obese-American\70,0, b.Meme: Assistant:a,a,1
memes\zh\Obese-American\70,1,e: Assistant:b: Hate,b,1
memes\zh\Obese-American\70,2,on.Meme: Assistant:a,a,1
memes\zh\Obese-American\70,3,on.Meme: Assistant:b,b,1
memes\zh\Obese-American\70,4,ly.Meme: Assistant:a,a,1
memes\zh\Obese-American\70,5,ly.Meme: Assistant:b,b,1
memes\zh\Obese-American\75,0,ssistant:b: Non-hate,b,0
memes\zh\Obese-American\75,1, b.Meme: Assistant:a,a,0
memes\zh\Obese-American\75,2,on.Meme: Assistant:a,a,1
memes\zh\Obese-American\75,3,on.Meme: Assistant:b,b,1
memes\zh\Obese-American\75,4,ly.Meme: Assistant:b,b,0
memes\zh\Obese-American\75,5,ly.Meme: Assistant:a,a,0
memes\zh\Obese-American\97,0,e: Assistant:a: Hate,a,1
memes\zh\Obese-American\97,1,e: Assistant:b: Hate,b,1
memes\zh\Obese-American\97,2,on.Meme: Assistant:a,a,1
memes\zh\Obese-American\97,3,on.Meme: Assistant:b,b,1
memes\zh\Obese-American\97,4,ly.Meme: Assistant:a,a,1
memes\zh\Obese-American\97,5,ly.Meme: Assistant:a,a,0
memes\zh\Oppressive-Trans-Bro\194,0,ssistant:b: Non-hate,b,0
memes\zh\Oppressive-Trans-Bro\194,1,ssistant:a: Non-hate,a,0
memes\zh\Oppressive-Trans-Bro\194,2,on.Meme: Assistant:a,a,1
memes\zh\Oppressive-Trans-Bro\194,3,on.Meme: Assistant:b,b,1
memes\zh\Oppressive-Trans-Bro\194,4,ly.Meme: Assistant:a,a,1
memes\zh\Oppressive-Trans-Bro\194,5,ly.Meme: Assistant:b,b,1
memes\zh\Oppressive-Trans-Bro\195,0,ssistant:b: Non-hate,b,0
memes\zh\Oppressive-Trans-Bro\195,1,ssistant:a: Non-hate,a,0
memes\zh\Oppressive-Trans-Bro\195,2,on.Meme: Assistant:b,b,0
memes\zh\Oppressive-Trans-Bro\195,3,on.Meme: Assistant:a,a,0
memes\zh\Oppressive-Trans-Bro\195,4,ly.Meme: Assistant:b,b,0
memes\zh\Oppressive-Trans-Bro\195,5,ly.Meme: Assistant:a,a,0
memes\zh\Oppressive-Trans-Bro\198,0,e: Assistant:a: Hate,a,1
memes\zh\Oppressive-Trans-Bro\198,1, b.Meme: Assistant:b,b,1
memes\zh\Oppressive-Trans-Bro\198,2,on.Meme: Assistant:a,a,1
memes\zh\Oppressive-Trans-Bro\198,3,on.Meme: Assistant:b,b,1
memes\zh\Oppressive-Trans-Bro\198,4,ly.Meme: Assistant:a,a,1
memes\zh\Oppressive-Trans-Bro\198,5,ly.Meme: Assistant:b,b,1
memes\zh\Oppressive-Trans-Bro\202,0, b.Meme: Assistant:b,b,0
memes\zh\Oppressive-Trans-Bro\202,1, b.Meme: Assistant:a,a,0
memes\zh\Oppressive-Trans-Bro\202,2,on.Meme: Assistant:a,a,1
memes\zh\Oppressive-Trans-Bro\202,3,on.Meme: Assistant:b,b,1
memes\zh\Oppressive-Trans-Bro\202,4,ly.Meme: Assistant:a,a,1
memes\zh\Oppressive-Trans-Bro\202,5,ly.Meme: Assistant:a,a,0
memes\zh\Oppressive-Trans-Bro\210,0,ssistant:b: Non-hate,b,0
memes\zh\Oppressive-Trans-Bro\210,1,ssistant:a: Non-hate,a,0
memes\zh\Oppressive-Trans-Bro\210,2,on.Meme: Assistant:b,b,0
memes\zh\Oppressive-Trans-Bro\210,3,on.Meme: Assistant:a,a,0
memes\zh\Oppressive-Trans-Bro\210,4,ly.Meme: Assistant:b,b,0
memes\zh\Oppressive-Trans-Bro\210,5,ly.Meme: Assistant:a,a,0
memes\zh\Oppressive-Trans-Bro\245,0,e: Assistant:a: Hate,a,1
memes\zh\Oppressive-Trans-Bro\245,1,e: Assistant:b: Hate,b,1
memes\zh\Oppressive-Trans-Bro\245,2,on.Meme: Assistant:a,a,1
memes\zh\Oppressive-Trans-Bro\245,3,on.Meme: Assistant:b,b,1
memes\zh\Oppressive-Trans-Bro\245,4,ly.Meme: Assistant:a,a,1
memes\zh\Oppressive-Trans-Bro\245,5,ly.Meme: Assistant:b,b,1
memes\zh\Oppressive-Trans-Bro\249,0,ssistant:b: Non-hate,b,0
memes\zh\Oppressive-Trans-Bro\249,1,ssistant:a: Non-hate,a,0
memes\zh\Oppressive-Trans-Bro\249,2,on.Meme: Assistant:a,a,1
memes\zh\Oppressive-Trans-Bro\249,3,on.Meme: Assistant:b,b,1
memes\zh\Oppressive-Trans-Bro\249,4,ly.Meme: Assistant:a,a,1
memes\zh\Oppressive-Trans-Bro\249,5,ly.Meme: Assistant:a,a,0
memes\zh\Policeman\221,0,ssistant:b: Non-hate,b,0
memes\zh\Policeman\221,1,ssistant:a: Non-hate,a,0
memes\zh\Policeman\221,2,on.Meme: Assistant:b,b,0
memes\zh\Policeman\221,3,on.Meme: Assistant:a,a,0
memes\zh\Policeman\221,4,ly.Meme: Assistant:b,b,0
memes\zh\Policeman\221,5,ly.Meme: Assistant:a,a,0
memes\zh\Policeman\235,0,e: Assistant:a: Hate,a,1
memes\zh\Policeman\235,1,e: Assistant:b: Hate,b,1
memes\zh\Policeman\235,2,on.Meme: Assistant:a,a,1
memes\zh\Policeman\235,3,on.Meme: Assistant:b,b,1
memes\zh\Policeman\235,4,ly.Meme: Assistant:a,a,1
memes\zh\Policeman\235,5,ly.Meme: Assistant:b,b,1
memes\zh\Policeman\258,0,e: Assistant:a: Hate,a,1
memes\zh\Policeman\258,1,e: Assistant:b: Hate,b,1
memes\zh\Policeman\258,2,on.Meme: Assistant:a,a,1
memes\zh\Policeman\258,3,on.Meme: Assistant:b,b,1
memes\zh\Policeman\258,4,ly.Meme: Assistant:a,a,1
memes\zh\Policeman\258,5,ly.Meme: Assistant:b,b,1
memes\zh\Policeman\267,0, b.Meme: Assistant:b,b,0
memes\zh\Policeman\267,1,ssistant:a: Non-hate,a,0
memes\zh\Policeman\267,2,on.Meme: Assistant:b,b,0
memes\zh\Policeman\267,3,on.Meme: Assistant:a,a,0
memes\zh\Policeman\267,4,ly.Meme: Assistant:b,b,0
memes\zh\Policeman\267,5,ly.Meme: Assistant:a,a,0
memes\zh\Policeman\270,0, b.Meme: Assistant:a,a,1
memes\zh\Policeman\270,1,ssistant:a: Non-hate,a,0
memes\zh\Policeman\270,2,on.Meme: Assistant:b,b,0
memes\zh\Policeman\270,3,on.Meme: Assistant:a,a,0
memes\zh\Policeman\270,4,ly.Meme: Assistant:b,b,0
memes\zh\Policeman\270,5,ly.Meme: Assistant:a,a,0
memes\zh\Policeman\276,0, b.Meme: Assistant:b,b,0
memes\zh\Policeman\276,1,ssistant:a: Non-hate,a,0
memes\zh\Policeman\276,2,on.Meme: Assistant:b,b,0
memes\zh\Policeman\276,3,on.Meme: Assistant:a,a,0
memes\zh\Policeman\276,4,ly.Meme: Assistant:b,b,0
memes\zh\Policeman\276,5,ly.Meme: Assistant:a,a,0
memes\zh\Policeman\282,0,ssistant:b: Non-hate,b,0
memes\zh\Policeman\282,1, b.Meme: Assistant:a,a,0
memes\zh\Policeman\282,2,on.Meme: Assistant:b,b,0
memes\zh\Policeman\282,3,on.Meme: Assistant:a,a,0
memes\zh\Policeman\282,4,ly.Meme: Assistant:b,b,0
memes\zh\Policeman\282,5,ly.Meme: Assistant:a,a,0
memes\zh\Privilege-Abusing-White-Couple\130,0,ssistant:b: Non-hate,b,0
memes\zh\Privilege-Abusing-White-Couple\130,1, b.Meme: Assistant:a,a,0
memes\zh\Privilege-Abusing-White-Couple\130,2,on.Meme: Assistant:b,b,0
memes\zh\Privilege-Abusing-White-Couple\130,3,on.Meme: Assistant:a,a,0
memes\zh\Privilege-Abusing-White-Couple\130,4,ly.Meme: Assistant:b,b,0
memes\zh\Privilege-Abusing-White-Couple\130,5,ly.Meme: Assistant:a,a,0
memes\zh\Privilege-Abusing-White-Couple\131,0,ssistant:b: Non-hate,b,0
memes\zh\Privilege-Abusing-White-Couple\131,1, b.Meme: Assistant:a,a,0
memes\zh\Privilege-Abusing-White-Couple\131,2,on.Meme: Assistant:b,b,0
memes\zh\Privilege-Abusing-White-Couple\131,3,on.Meme: Assistant:a,a,0
memes\zh\Privilege-Abusing-White-Couple\131,4,ly.Meme: Assistant:b,b,0
memes\zh\Privilege-Abusing-White-Couple\131,5,ly.Meme: Assistant:a,a,0
memes\zh\Privilege-Abusing-White-Couple\132,0,ssistant:b: Non-hate,b,0
memes\zh\Privilege-Abusing-White-Couple\132,1,ssistant:a: Non-hate,a,0
memes\zh\Privilege-Abusing-White-Couple\132,2,on.Meme: Assistant:b,b,0
memes\zh\Privilege-Abusing-White-Couple\132,3,on.Meme: Assistant:a,a,0
memes\zh\Privilege-Abusing-White-Couple\132,4,ly.Meme: Assistant:b,b,0
memes\zh\Privilege-Abusing-White-Couple\132,5,ly.Meme: Assistant:a,a,0
memes\zh\Privilege-Abusing-White-Couple\133,0,ssistant:b: Non-hate,b,0
memes\zh\Privilege-Abusing-White-Couple\133,1,ssistant:a: Non-hate,a,0
memes\zh\Privilege-Abusing-White-Couple\133,2,on.Meme: Assistant:b,b,0
memes\zh\Privilege-Abusing-White-Couple\133,3,on.Meme: Assistant:a,a,0
memes\zh\Privilege-Abusing-White-Couple\133,4,ly.Meme: Assistant:b,b,0
memes\zh\Privilege-Abusing-White-Couple\133,5,ly.Meme: Assistant:a,a,0
memes\zh\Privilege-Abusing-White-Couple\136,0,ssistant:b: Non-hate,b,0
memes\zh\Privilege-Abusing-White-Couple\136,1,ssistant:a: Non-hate,a,0
memes\zh\Privilege-Abusing-White-Couple\136,2,on.Meme: Assistant:b,b,0
memes\zh\Privilege-Abusing-White-Couple\136,3,on.Meme: Assistant:a,a,0
memes\zh\Privilege-Abusing-White-Couple\136,4,ly.Meme: Assistant:b,b,0
memes\zh\Privilege-Abusing-White-Couple\136,5,ly.Meme: Assistant:a,a,0
memes\zh\Privilege-Abusing-White-Couple\265,0,ssistant:b: Non-hate,b,0
memes\zh\Privilege-Abusing-White-Couple\265,1,ssistant:a: Non-hate,a,0
memes\zh\Privilege-Abusing-White-Couple\265,2,on.Meme: Assistant:b,b,0
memes\zh\Privilege-Abusing-White-Couple\265,3,on.Meme: Assistant:a,a,0
memes\zh\Privilege-Abusing-White-Couple\265,4,ly.Meme: Assistant:b,b,0
memes\zh\Privilege-Abusing-White-Couple\265,5,ly.Meme: Assistant:a,a,0
memes\zh\Privilege-Abusing-White-Couple\271,0, b.Meme: Assistant:b,b,0
memes\zh\Privilege-Abusing-White-Couple\271,1, b.Meme: Assistant:a,a,0
memes\zh\Privilege-Abusing-White-Couple\271,2,on.Meme: Assistant:b,b,0
memes\zh\Privilege-Abusing-White-Couple\271,3,on.Meme: Assistant:a,a,0
memes\zh\Privilege-Abusing-White-Couple\271,4,ly.Meme: Assistant:b,b,0
memes\zh\Privilege-Abusing-White-Couple\271,5,ly.Meme: Assistant:a,a,0
memes\zh\Privilege-Abusing-White-Couple\286,0,ssistant:b: Non-hate,b,0
memes\zh\Privilege-Abusing-White-Couple\286,1,ssistant:a: Non-hate,a,0
memes\zh\Privilege-Abusing-White-Couple\286,2,on.Meme: Assistant:b,b,0
memes\zh\Privilege-Abusing-White-Couple\286,3,on.Meme: Assistant:a,a,0
memes\zh\Privilege-Abusing-White-Couple\286,4,ly.Meme: Assistant:b,b,0
memes\zh\Privilege-Abusing-White-Couple\286,5,ly.Meme: Assistant:a,a,0
